title,Marca,Preco_Normal,Preco_Desconto,Preco_Anterior,Desconto,Categoria
Mantequilla con sal 250 g,Soprole,2459,0,0,0,lacteos
"Huevos grandes blancos bandeja 12 un,",Cuisine & Co,2429,0,0,0,lacteos
"Cepillo dental Tonny Dento 3+ extra suave 2 un,",Dento,2399,0,0,0,belleza-y-cuidado-personal
"Cepillo dental Twister Fresh suave 2 un,",Colgate,2390,0,0,0,belleza-y-cuidado-personal
"Cepillo dental Twister Fresh medio 2 un,",Colgate,2390,0,0,0,belleza-y-cuidado-personal
Tintura máximo brillo 8/1 rubio claro ceniza,Ilicit,2390,0,0,0,belleza-y-cuidado-personal
Pasta untable Ave Pimiento 250 g,Corbac,2390,0,0,0,comidas-preparadas
Pasta ave mayo 250 g,Santa Isabel,2390,0,0,0,comidas-preparadas
Pasta untable club 250 g,Corbac,2390,0,0,0,comidas-preparadas
Mantequilla con sal de mar 250 g,Soprole,2389,0,0,0,lacteos
Cepillo dental Kids Mickey,Oral-B,2359,0,0,0,belleza-y-cuidado-personal
Saborizante para leche Nesquik Vainilla Bolsa 380g,Nesquik,2349,0,0,0,lacteos
Leche cultivada proteína frutilla 1 L,Soprole,2329,0,0,0,lacteos
Levadura fresca 500 g,Lefersa,2329,0,0,0,lacteos
Sucedáneo de chorizo vegano 260 g,Rikü,2299,0,0,0,congelados
"Naranja malla 1,5 kg",Frutas Y Verduras Propias,2290,0,0,0,frutas
Tomate mix coctel variedades 300 g,Frutas Y Verduras Propias,2290,0,0,0,verduras
Mantequilla con sal 250 g,Surlat,2289,0,0,0,lacteos
Habas tiernas 400 g,La Crianza,2259,0,0,0,congelados
Mantequilla con sal 250 g,Los Alerces,2259,0,0,0,lacteos
"Toallas higiénicas Always Suave Ultrafina 16 un,",Always,2239,0,0,0,belleza-y-cuidado-personal
Margarina untable aceite oliva 250 g,Loncoleche,2229,0,0,0,lacteos
Leche cultivada sin lactosa chirimoya 1 L,Zerolacto,2219,0,0,0,lacteos
Leche cultivada sin lactosa frutilla 1 L,Zerolacto,2219,0,0,0,lacteos
Mantequilla vegetal 227 g,Bonella,2190,0,0,0,lacteos
"Piña un,",Frutas Y Verduras Propias,2190,0,0,0,frutas
"Zapallo europeo un,",Frutas Y Verduras Propias,2190,0,0,0,verduras
"Pack 3 un, Jabón en barra Le Sancy variedades 90 g c/u",Le Sancy,2179,0,0,0,belleza-y-cuidado-personal
"Jabón barra frutos rojos 3 un, 90 g c/u",Le Sancy,2179,0,0,0,belleza-y-cuidado-personal
Yogurt Triple Zero natural 900 g,Activia,2179,0,0,0,lacteos
Yogurt Activia sin lactosa Bolsa 900g,Activia,2179,0,0,0,lacteos
Mantequilla 250 g,Santa Isabel,2139,0,0,0,lacteos
"Pack 6 un, Probiótico defensas sabor frutilla 80 ml",Soprole,2119,0,0,0,lacteos
"Jabón barra orchideas 3 un, 85 g",Nivea,2099,0,0,0,belleza-y-cuidado-personal
"Jabón barra avena 3 un, 85g",Nivea,2099,0,0,0,belleza-y-cuidado-personal
"Máquina de afeitar piel sensible 3 unid,",Schick,2099,0,0,0,belleza-y-cuidado-personal
"Pack 6 un, Leche chocolate 200 ml",Cuisine & Co,2094,0,0,0,lacteos
Jabón líquido Dermo Care avena 1 L,Simond'S,2090,0,0,0,belleza-y-cuidado-personal
Jabón líquido Dermo Care cremoso pH neutro 1 L,Simond'S,2090,0,0,0,belleza-y-cuidado-personal
Jabón líquido Dermo Care 1 L,Simond'S,2090,0,0,0,belleza-y-cuidado-personal
Nugget Crocante Sadia 300 g,Sadia,2090,0,0,0,congelados
"Pack 6 un, Yoghurt batido con bombilla frutilla 115 g",Soprole,2089,0,0,0,lacteos
"Pack 6 un, Yoghurt batido con bombilla vainilla 155 g",Soprole,2089,0,0,0,lacteos
Habas 500 g,Minuto Verde,2079,0,0,0,congelados
Yoghurt batido Calan 110 g 12 unid,Calan,2079,0,0,0,lacteos
Yoghurt batido frutilla 1 kg,Soprole,2069,0,0,0,lacteos
Yoghurt batido vainilla 1 kg,Soprole,2069,0,0,0,lacteos
Leche proteína chocolate 1 L,Soprole,2069,0,0,0,lacteos
Yoghurt batido damasco 1 kg,Soprole,2069,0,0,0,lacteos
Arvejas tiernas 400 g,La Crianza,2059,0,0,0,congelados
Pizza jamón queso individual 250 g,PF,2050,0,0,0,comidas-preparadas
Pizza pepperoni individual 230 g,PF,2050,0,0,0,comidas-preparadas
"Bebida láctea Chamyto multipack tutti-frutti 6 un, 80 ml",Nestlé,2039,0,0,0,lacteos
"Pack 6 un, Bebida láctea frambuesa 80 ml",Nestlé,2039,0,0,0,lacteos
"Pack 6 un, Bebida láctea natural 80 ml",Nestlé,2039,0,0,0,lacteos
"Máquina de afeitar Prestobarba3 F1 roja 2 un,",Gillette,1999,0,0,0,belleza-y-cuidado-personal
Hamburguesa tres quínoas 200 g,Rikü,1999,0,0,0,congelados
Hamburguesa de garbanzos 200 g,Rikü,1999,0,0,0,congelados
"Cepillo dental mediano 2 un,",Dento,1990,0,0,0,belleza-y-cuidado-personal
"Cepillo dental plus suave 2 un,",Dento,1990,0,0,0,belleza-y-cuidado-personal
Jabón espuma vainilla 300 ml,Family Care,1990,0,0,0,belleza-y-cuidado-personal
Jabón líquido PH5 1 L,Ballerina,1990,0,0,0,belleza-y-cuidado-personal
Jabón líquido aceite de almendras 750 ml,Le Sancy,1990,0,0,0,belleza-y-cuidado-personal
Jabón alcohol gel 250 ml,Family Care,1990,0,0,0,belleza-y-cuidado-personal
Choclo tierno 400 g,La Crianza,1990,0,0,0,congelados
Anillos de cebolla tempura 400 g,Cuisine & Co,1990,0,0,0,congelados
Zapallo Camote picado 500 g,Frutas Y Verduras Propias,1990,0,0,0,verduras
Zapallo en Cubos 500 g,Frutas Y Verduras Propias,1990,0,0,0,verduras
Jabón líquido blanco 750 ml,Simond'S,1989,0,0,0,belleza-y-cuidado-personal
Margarina con sal 500 g,Qualy,1989,0,0,0,lacteos
Margarina canola pote 400 g,Cuisine & Co,1989,0,0,0,lacteos
"Toallas higiénicas Naturella Ultra con manzanilla 14 un,",Naturella,1979,0,0,0,belleza-y-cuidado-personal
Leche culivada vainilla 1 L,Soprole,1979,0,0,0,lacteos
Nuggets de pollo Ready 400 g,Cuisine & Co,1959,0,0,0,congelados
Choclo 500 g,Minuto Verde,1959,0,0,0,congelados
Primavera de verduras bolsa 500 g,Minuto Verde,1959,0,0,0,congelados
Arvejas 500 g,Minuto Verde,1959,0,0,0,congelados
Ensalada jardinera congelado 500 g,Minuto Verde,1959,0,0,0,congelados
Ensalada Jardinera 500 g,Frutos Del Maipo,1959,0,0,0,congelados
Tomate larga vida malla 1 kg,Frutas Y Verduras Propias,1950,0,0,0,verduras
Leche Break sin lactosa cappuccino 1 L,Loncoleche,1929,0,0,0,lacteos
Leche Break sin lactosa chocolate y avellana 1 L,Loncoleche,1929,0,0,0,lacteos
"Cepillo dental Limpieza Profunda 2 un,",Oral-B,1899,0,0,0,belleza-y-cuidado-personal
Pasta dental anticaries NeutrAzúcar 90 g,Colgate,1890,0,0,0,belleza-y-cuidado-personal
Mandarina malla 1 kg,Frutas Y Verduras Propias,1890,0,0,0,frutas
Yoghurt light Colun sin lactosa chirimoya 1 kg,Colun,1889,0,0,0,lacteos
Margarina light 500 g,Calo,1889,0,0,0,lacteos
Yoghurt light Colun sin lactosa frutilla 1 kg,Colun,1889,0,0,0,lacteos
Yoghurt batido Loncoleche sin lactosa vainilla bolsa 900 g,Loncoleche,1879,0,0,0,lacteos
Yogurt sin lactosa frutilla 900 g,Loncoleche,1879,0,0,0,lacteos
"Jabón líquido cremoso doypack 1,5 L",Bellekiss,1859,0,0,0,belleza-y-cuidado-personal
"Jabón líquido avena doypack 1,5 L",Bellekiss,1859,0,0,0,belleza-y-cuidado-personal
"Jabón líquido coco vainilla doypack 1,5 L",Bellekiss,1859,0,0,0,belleza-y-cuidado-personal
Hamburguesa de vacuno Mastodonte 185 g,La Crianza,1859,0,0,0,congelados
Margarina 500 g,Soprole,1859,0,0,0,lacteos
Leche Danone Moments Cappuccino 1 L,Danone,1829,0,0,0,lacteos
Leche proteína semidescremada natural 1 L,Soprole,1829,0,0,0,lacteos
Leche cultivada light 0% + fibra chirimoya 1 L,Colun,1819,0,0,0,lacteos
Leche cultivada light 0% + fibra frutilla 1 L,Colun,1819,0,0,0,lacteos
Limón sutil malla 500 g,Frutas Y Verduras Propias,1790,0,0,0,verduras
Leche extra proteína 1 L,Loncoleche,1789,0,0,0,lacteos
Leche Loncoleche cappucino proteína 1 L,Loncoleche,1789,0,0,0,lacteos
Leche proteína chocolate 1 L,Loncoleche,1789,0,0,0,lacteos
"Pack 4 un, Jalea frambuesa 100 g",Regimel,1779,0,0,0,lacteos
"Pack 4 un, Jalea arándano 100 g",Regimel,1779,0,0,0,lacteos
Nugget popcorn pollo mantequilla 300 g,Super Pollo,1769,0,0,0,congelados
Jabón líquido castaña 500 ml,Simond'S,1759,0,0,0,belleza-y-cuidado-personal
Churrascos de Vacuno Receta del Abuelo 120 g,Receta Del Abuelo,1759,0,0,0,congelados
"Pack 6 un, Probióticos mora 90 ml",Calan,1759,0,0,0,lacteos
"Pack 6 un, Probióticos frutilla 90 ml",Calan,1759,0,0,0,lacteos
Espinaca congelada 500 g,Cuisine & Co,1750,0,0,0,congelados
Yoghurt batido light natural 900 g,Light & Free,1749,0,0,0,lacteos
Yoghurt light and free vainilla bolsa 900 g,Danone,1749,0,0,0,lacteos
Jabón original blanco barra 90 g,Dove,1739,0,0,0,belleza-y-cuidado-personal
Jabón en barra blanco exfoliante 90 g,Dove,1739,0,0,0,belleza-y-cuidado-personal
"Toallas higiénicas Ladysoft nocturna tela ultraseca 8 un,",Ladysoft,1729,0,0,0,belleza-y-cuidado-personal
Base Arvejado 400 g,Frutos Del Maipo,1729,0,0,0,congelados
Shampoo Daily Care limpieza profunda 410 ml,Simond'S,1699,0,0,0,belleza-y-cuidado-personal
"Cepillo dental doble acción 6M 2 un,",Duralón,1699,0,0,0,belleza-y-cuidado-personal
Jabón líquido Creme Soft 250 ml,Nivea,1699,0,0,0,belleza-y-cuidado-personal
"Cepillo dental doble acción 6N 2 un,",Duralón,1699,0,0,0,belleza-y-cuidado-personal
Poroto verde corte francés 350 g,Minuto Verde,1690,0,0,0,congelados
Pop corn pollo 300 g,Super Pollo,1690,0,0,0,congelados
Yoghurt batido sin lactosa frutilla 1 kg,Soprole,1690,0,0,0,lacteos
Yoghurt batido sin lactosa chirimoya 1 kg,Soprole,1690,0,0,0,lacteos
Limón cocktail malla 500 g,Frutas Y Verduras Propias,1690,0,0,0,frutas
"Lechuga escarola bandeja 2 un,",Frutas Y Verduras Propias,1690,0,0,0,verduras
"Zapallo camote un,",Frutas Y Verduras Propias,1690,0,0,0,verduras
Yoghurt batido light frutilla 1 kg,Colun,1689,0,0,0,lacteos
Yoghurt batido light vainilla 1 kg,Colun,1689,0,0,0,lacteos
Berro hidropónico 200 g,Frutas Y Verduras Propias,1670,0,0,0,verduras
Shampoo Manzana y Papaya 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Shampoo Quillay y Ortiga 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Acondicionador Leche de Coco 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Shampoo Granada Uva 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Shampoo Leche de Coco 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Shampoo Arándano y Uva 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Acondicionador Granada Uva 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Acondicionador Manzanilla 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Acondicionador Manzana y Papaya 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Shampoo cherry cerezo 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Shampoo Familand bambú cannabis 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Bálsamo cherry cerezo 750 ml,Familand,1659,0,0,0,belleza-y-cuidado-personal
Hamburguesa americana 185 g,Receta Del Abuelo,1659,0,0,0,congelados
Habas congeladas 500 g,Cuisine & Co,1650,0,0,0,congelados
Leche semidescremada Loncoleche sin lactosa chocolate 1 L,Loncoleche,1639,0,0,0,lacteos
Leche sin lactosa frutilla 1 L,Loncoleche,1639,0,0,0,lacteos
Leche descremada sin lactosa Loncoleche extra calcio 1 L,Loncoleche,1639,0,0,0,lacteos
Leche sin lactosa light chocolate 1 L,Loncoleche,1639,0,0,0,lacteos
Choclo en trozos 350 g,Frutos Del Maipo,1619,0,0,0,congelados
"Varitas de algodón Baby Tips 200 un,",Babyland,1599,0,0,0,belleza-y-cuidado-personal
Jabón en barra Afrecho 100 g,Trianon,1595,0,0,0,belleza-y-cuidado-personal
Shampoo ondas y rizos 750 ml,Ballerina,1590,0,0,0,belleza-y-cuidado-personal
Bálsamo ondas y rizos 750 ml,Ballerina,1590,0,0,0,belleza-y-cuidado-personal
Manzana verde exportación bolsa 1 kg,Frutas Y Verduras Propias,1590,0,0,0,frutas
Champiñón bandeja 200 g,Frutas Y Verduras Propias,1590,0,0,0,verduras
Limón malla 1 kg,Frutas Y Verduras Propias,1590,0,0,0,verduras
Cebolla morada 1 kg,Frutas Y Verduras Propias,1590,0,0,0,verduras
Pimiento rojo extra,Frutas Y Verduras Propias,1590,0,0,0,verduras
Espinacas 200 g,Agrosano,1590,0,0,0,verduras
"Pimiento amarillo un,",Frutas Y Verduras Propias,1590,0,0,0,verduras
Leche descremada light Loncoleche sabor chocolate 1 L,Loncoleche,1589,0,0,0,lacteos
"Toallas higiénicas Always Seca Noche ultrafina 8 un,",Always,1579,0,0,0,belleza-y-cuidado-personal
Zapallo en cubos 500 g,Minuto Verde,1570,0,0,0,congelados
Rúcula Bolsa 200 g,Frutas Y Verduras Propias,1570,0,0,0,verduras
Jabón Giselle líquido suavidad 750 ml,Giselle,1569,0,0,0,belleza-y-cuidado-personal
Churrasco de vacuno congelado 120 g,Cuisine & Co,1560,0,0,0,congelados
Shampoo manzanilla 750 ml,Ballerina,1559,0,0,0,belleza-y-cuidado-personal
Bálsamo largo increible 750 ml,Ballerina,1559,0,0,0,belleza-y-cuidado-personal
Shampoo granada sin sal 750 ml,Ballerina,1559,0,0,0,belleza-y-cuidado-personal
Shampoo largo increíble 750 ml,Ballerina,1559,0,0,0,belleza-y-cuidado-personal
Acondicionador manzanilla 750 ml,Ballerina,1559,0,0,0,belleza-y-cuidado-personal
Puré de Papas Maggi 250g,Maggi,1559,0,0,0,instantaneos-y-sopas
Ensalada rusa congelada 500 g,Cuisine & Co,1550,0,0,0,congelados
Jabón líquido Dermo Care avena doypack 750 ml,Simond'S,1549,0,0,0,belleza-y-cuidado-personal
Jabón Dermo Care Hygienic 750 ml,Simond'S,1549,0,0,0,belleza-y-cuidado-personal
Shampoo carbón frasco 750 ml,Ballerina,1530,0,0,0,belleza-y-cuidado-personal
Bálsamo carbón frasco 750 ml,Ballerina,1530,0,0,0,belleza-y-cuidado-personal
Hamburguesa de vacuno 150 g,La Crianza,1519,0,0,0,congelados
"Pack sopas y cremas 3 un,",Maggi,1499,0,0,0,instantaneos-y-sopas
Kiwi granel,Frutas Y Verduras Propias,1495,0,0,0,frutas
"Protector diario Kotex tela 40 un,",Kotex,1490,0,0,0,belleza-y-cuidado-personal
Choclo en grano congelado 500 g,Cuisine & Co,1490,0,0,0,congelados
Arvejas congeladas 500 g,Cuisine & Co,1490,0,0,0,congelados
Mix primavera congelada 500 g,Cuisine & Co,1490,0,0,0,congelados
Pera bolsa 1 kg,Frutas Y Verduras Propias,1490,0,0,0,frutas
Tomate cocktail pote 250 g,Frutas Y Verduras Propias,1490,0,0,0,verduras
Leche semidescremada plátano 1 L,Loncoleche,1489,0,0,0,lacteos
Leche semidescremada Loncoleche sabor chocolate 1 L,Loncoleche,1489,0,0,0,lacteos
Yoghurt batido frutilla 1 kg,Soprole,1469,0,0,0,lacteos
Yoghurt batido damasco 1 kg,Soprole,1469,0,0,0,lacteos
Yoghurt batido vainilla 1 kg,Soprole,1469,0,0,0,lacteos
Leche semidescremada frutilla 1 L,Colun,1449,0,0,0,lacteos
Leche semidescremada sin lactosa chocolate 1 L,Soprole,1449,0,0,0,lacteos
Leche semidescremada sabor vainilla 1 L,Colun,1449,0,0,0,lacteos
Leche semidescremada sabor manjar 1 L,Colun,1449,0,0,0,lacteos
Puré de papas instantáneo tradicional 250 g,Alcafood,1449,0,0,0,instantaneos-y-sopas
Hielo whisky bolsa 2 kg,Rock,1439,0,0,0,congelados
Hielo 2 kg,Fiesta,1439,0,0,0,congelados
Leche semidescremada sabor chocolate 1 L,Colun,1439,0,0,0,lacteos
Leche semidescremada chocolate Receta original 1 L,Colun,1439,0,0,0,lacteos
Puré de papas con leche 8 porciones caja 250 g,Hoffmann,1439,0,0,0,instantaneos-y-sopas
Puré de papas instantáneo 250 g,Cuisine & Co,1439,0,0,0,instantaneos-y-sopas
Hamburguesa de vacuno congelada 185 g,Cuisine & Co,1429,0,0,0,congelados
Pasta dental Kids Fresantástico 50 g,Colgate,1399,0,0,0,belleza-y-cuidado-personal
Jabón líquido karité 500 ml,Ballerina,1390,0,0,0,belleza-y-cuidado-personal
"Albahaca un,",Jumbo,1390,0,0,0,verduras
Lechuga Hidropónica Roble Verde,Frutas Y Verduras Propias,1390,0,0,0,verduras
"Lechuga lollo bionda hidropónica un,",Frutas Y Verduras Propias,1390,0,0,0,verduras
Repollo morado film unid,Frutas Y Verduras Propias,1390,0,0,0,verduras
Margarina Deline pote 500 g,Deline,1389,0,0,0,lacteos
Leche Protein Full Pro vainilla 250 ml,Loncoleche,1389,0,0,0,lacteos
"Protectores diarios largos 30 un,",Nosotras,1379,0,0,0,belleza-y-cuidado-personal
Repollo unid,Frutas Y Verduras Propias,1350,0,0,0,verduras
Hamburguesa de vacuno light 150 g,La Crianza,1340,0,0,0,congelados
"Toallas higiénicas Nosotras Buenas Noches normal 8 un,",Nosotras,1339,0,0,0,belleza-y-cuidado-personal
"Protectores diarios Ladysoft largos suaves 30 un,",Ladysoft,1339,0,0,0,belleza-y-cuidado-personal
"Toallas higiénicas Nosotras Sensitiv ultra invisible 8 un,",Nosotras,1339,0,0,0,belleza-y-cuidado-personal
Manteca 200 g,Astra,1339,0,0,0,lacteos
Hielo campana 2 kg,Cuisine & Co,1329,0,0,0,congelados
Hamburguesa de Vacuno King 185 g,King,1329,0,0,0,congelados
Hamburguesa americana de vacuno 120 g,La Crianza,1329,0,0,0,congelados
Manteca 200 g,Crucina,1329,0,0,0,lacteos
"Toallas higiénicas Nosotras Ultra Invisible malla 10 un,",Nosotras,1319,0,0,0,belleza-y-cuidado-personal
Not Burger Chicken 100 g,Not Chicken,1299,0,0,0,congelados
Hamburguesa de pollo 150 g,La Crianza,1299,0,0,0,congelados
Mantequilla con sal 125 g,Soprole,1299,0,0,0,lacteos
Jengibre 100 g,Frutas Y Verduras Propias,1299,0,0,0,verduras
"Toallitas desmaquillantes Sensitive 30 un,",Family Care,1290,0,0,0,belleza-y-cuidado-personal
"Betarragas 5 un,",Frutas Y Verduras Propias,1290,0,0,0,verduras
Leche chocolate 1 L,Cuisine & Co,1279,0,0,0,lacteos
Mantequilla con sal 125 g,Colun,1269,0,0,0,lacteos
Mantequilla con sal 125 g,Calo,1269,0,0,0,lacteos
"Brocoli films un,",Frutas Y Verduras Propias,1250,0,0,0,verduras
"Apio mata un,",Frutas Y Verduras Propias,1250,0,0,0,verduras
"Cebolla malla 3 un,",Jumbo,1230,0,0,0,verduras
Cebolla Picada Minuto Verde 250 g,Minuto Verde,1199,0,0,0,congelados
Mango granel,Frutas Y Verduras Propias,1195,0,0,0,frutas
Hamburguesa Plant based 100 g,La Crianza,1190,0,0,0,congelados
Vegan Crispy 120 g,Receta Del Abuelo,1190,0,0,0,congelados
Mantequilla Los Alerces 125 g,Los Alerces,1189,0,0,0,lacteos
Leche descremada sin lactosa 1 L,Colun,1189,0,0,0,lacteos
Leche entera sin lactosa 1 L,Colun,1189,0,0,0,lacteos
Leche semidescremada sin lactosa 1 L,Colun,1189,0,0,0,lacteos
Yoghurt batido chirimoya 1 kg,Calan,1189,0,0,0,lacteos
Yoghurt batido frutilla 1 kg,Calan,1189,0,0,0,lacteos
Yoghurt batido vainilla 1 kg,Calan,1189,0,0,0,lacteos
Yoghurt griego natural 400 g,Quillayes,1189,0,0,0,lacteos
"Toallas higiénicas Naturella Cuidado Nocturno XL 8 un,",Naturella,1179,0,0,0,belleza-y-cuidado-personal
Leche semidescremada sin lactosa Loncoleche 1 L,Loncoleche,1159,0,0,0,lacteos
Leche entera sin lactosa 1 L,Loncoleche,1159,0,0,0,lacteos
Leche descremada sin lactosa Loncoleche 1 L,Loncoleche,1159,0,0,0,lacteos
Jabón en barra natural 100 g,Trianon,1150,0,0,0,belleza-y-cuidado-personal
Pasta dental Kids Mickey 50 g,Oral-B,1139,0,0,0,belleza-y-cuidado-personal
Pasta dental Kids Minnie 50 g,Oral-B,1139,0,0,0,belleza-y-cuidado-personal
Cebolla malla 1 kg,Frutas Y Verduras Propias,1130,0,0,0,verduras
Hamburguesa de pollo 100 g,La Crianza,1129,0,0,0,congelados
Leche descremada sin lactosa 1 L,Soprole,1129,0,0,0,lacteos
Leche semidescremada sin lactosa 1 L,Soprole,1129,0,0,0,lacteos
Espinaca 500 g,Frutas Y Verduras Propias,1129,0,0,0,verduras
"Lechuga escarola un,",Frutas Y Verduras Propias,1090,0,0,0,verduras
Leche descremada sin lactosa 1 L,Surlat,1089,0,0,0,lacteos
Leche semidescremada sin lactosa 1 L,Surlat,1089,0,0,0,lacteos
Leche entera sin lactosa 1 L,Surlat,1089,0,0,0,lacteos
Puré 125 g,Hoffmann,1079,0,0,0,instantaneos-y-sopas
Hamburguesa de vacuno 100 g,La Crianza,1059,0,0,0,congelados
Hamburguesa de vacuno light 100 g,La Crianza,1059,0,0,0,congelados
Hamburguesa de vacuno tocino 100 g,La Crianza,1059,0,0,0,congelados
Hamburguesa de pavo 100 g,La Crianza,1059,0,0,0,congelados
Tortilla de verdura 110 g,La Crianza,1059,0,0,0,congelados
Porotos verdes congelados 350 g,Cuisine & Co,1050,0,0,0,congelados
Mandarina granel,Frutas Y Verduras Propias,1045,0,0,0,frutas
Margarina light 250 g,Next,1039,0,0,0,lacteos
Pasta para uno bolognesa 70 g,Carozzi,1039,0,0,0,instantaneos-y-sopas
Sopa casera pantrucas 110 g,Naturezza,1019,0,0,0,instantaneos-y-sopas
"Toallas higiénicas Naturella con manzanilla 8 un,",Naturella,999,0,0,0,belleza-y-cuidado-personal
"Toallas higiénicas Nosotras Normal suave 10 un,",Nosotras,999,0,0,0,belleza-y-cuidado-personal
Leche semidescremada 1 L,Colun,999,0,0,0,lacteos
Leche descremada 1 L,Colun,999,0,0,0,lacteos
Puré de Papas Maggi 125g,Maggi,999,0,0,0,instantaneos-y-sopas
Manzana Fuji granel,Frutas Y Verduras Propias,995,0,0,0,frutas
Manzana verde granel,Frutas Y Verduras Propias,995,0,0,0,frutas
Tomate granel,Frutas Y Verduras Propias,995,0,0,0,verduras
"Toallas higiénicas Nosotras Normal suave sin alas 10 un,",Nosotras,990,0,0,0,belleza-y-cuidado-personal
Jabón alcohol gel 60 ml,Family Care,990,0,0,0,belleza-y-cuidado-personal
Zanahoria bolsa 1 kg,Frutas Y Verduras Propias,990,0,0,0,verduras
"Lechuga costina un,",Frutas Y Verduras Propias,990,0,0,0,verduras
"Ajo 2 un,",Frutas Y Verduras Propias,990,0,0,0,verduras
"Cebollín paquete 3 un,",Frutas Y Verduras Propias,990,0,0,0,verduras
Leche sin lactosa semidescremada 1 L,Cuisine & Co,989,0,0,0,lacteos
Leche entera 1 L,Surlat,989,0,0,0,lacteos
Leche semidescremada 1 L,Surlat,989,0,0,0,lacteos
Leche descremada 1 L,Surlat,989,0,0,0,lacteos
Suprema de Pollo Jamón y Queso Receta del Abuelo 120 g,Receta Del Abuelo,979,0,0,0,congelados
Pechuga de Pollo Apanada Receta del Abuelo 120 g,Receta Del Abuelo,979,0,0,0,congelados
Escalopa Kayser Vacuno Jamón y Queso Receta del Abuelo 120 g,Receta Del Abuelo,979,0,0,0,congelados
Hamburguesa de vacuno grill de 100 g,La Crianza,979,0,0,0,congelados
Hamburguesa vacuno 100 g,Receta Del Abuelo,959,0,0,0,congelados
Hamburguesa de vacuno bacon 100 g,Receta Del Abuelo,959,0,0,0,congelados
Hamburguesa de Vacuno Grill Receta del Abuelo 100 g,Receta Del Abuelo,959,0,0,0,congelados
Hamburguesa de pollo 100 g,Receta Del Abuelo,959,0,0,0,congelados
Hamburguesa americana 100 g,Receta Del Abuelo,959,0,0,0,congelados
Acelga 500 g,Frutas Y Verduras Propias,950,0,0,0,verduras
Diente de dragón bandeja 250 g,Frutas Y Verduras Propias,950,0,0,0,verduras
Zanahorias Jugo 1 kg,Frutas Y Verduras Propias,950,0,0,0,verduras
Pomelo rosado granel,Frutas Y Verduras Propias,945,0,0,0,frutas
Pera Packham’s granel,Frutas Y Verduras Santa Isabel,945,0,0,0,frutas
Limón granel,Frutas Y Verduras Propias,945,0,0,0,verduras
Leche entera natural 1 L,Soprole,939,0,0,0,lacteos
Leche semidescremada natural 1 L,Soprole,939,0,0,0,lacteos
Leche descremada natural 1 L,Soprole,939,0,0,0,lacteos
Cocoa dulce en polvo 200 g,Copacabana,939,0,0,0,lacteos
"Pimiento verde un,",Frutas Y Verduras Propias,930,0,0,0,verduras
Churrasco de vacuno 90 g,King,899,0,0,0,congelados
Mix de Pimentones 150 g,Frutos Del Maipo,899,0,0,0,congelados
Leche entera cremosa 1 L,Soprole,899,0,0,0,lacteos
Manzana Royal Gala granel,Frutas Y Verduras Propias,895,0,0,0,frutas
Brotes de brócoli 70 g,Agrosano,890,0,0,0,verduras
Leche capuccino light sin lactosa 330 cc,Colun,879,0,0,0,lacteos
Leche capuccino sin lactosa 330 cc,Colun,879,0,0,0,lacteos
Leche café caramelo sin lactosa 330 cc,Colun,879,0,0,0,lacteos
Crema Maggi de la Huerta Espinaca Puerro Ciboulette 42g 2 porciones,Maggi,869,0,0,0,instantaneos-y-sopas
Crema Maggi de la Huerta Champiñones 42g 2 porciones,Maggi,869,0,0,0,instantaneos-y-sopas
Crema Maggi de la Huerta Zapallo Jengibre 42g 2 porciones,Maggi,869,0,0,0,instantaneos-y-sopas
Lomitos fiesta 90 g,Super Cerdo,859,0,0,0,congelados
"Lechuga española un,",Frutas Y Verduras Propias,850,0,0,0,verduras
"Lechuga francesa un,",Frutas Y Verduras Propias,850,0,0,0,verduras
Cebolla picada congelada 250 g,Cuisine & Co,849,0,0,0,congelados
Leche entera 1 L,Cuisine & Co,849,0,0,0,lacteos
Leche semidescremada 1 L,Cuisine & Co,849,0,0,0,lacteos
Leche descremada 1 L,Cuisine & Co,849,0,0,0,lacteos
Naranja granel,Frutas Y Verduras Propias,845,0,0,0,frutas
Cebolla morada granel,Frutas Y Verduras Propias,845,0,0,0,verduras
Hamburguesa de vacuno congelada 100 g,Cuisine & Co,819,0,0,0,congelados
Hamburguesa de soya 100 g,Mister Veggie,799,0,0,0,congelados
Sofrito 150 g,Frutos Del Maipo,790,0,0,0,congelados
Cacao dulce en polvo 200 g,Marco Polo,759,0,0,0,lacteos
"Berenjena un,",Frutas Y Verduras Propias,750,0,0,0,verduras
Sofrito con Ajo 150 g,Minuto Verde,749,0,0,0,congelados
Sofrito apio tomate 150 g,Frutos Del Maipo,749,0,0,0,congelados
Crema de Alcachofas Gourmet 53 g,Gourmet,749,0,0,0,instantaneos-y-sopas
